ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
8754	"ENSG00000103194.15_6"	"USP10"	chr16	+	84767040	84767109	84796594	84796694	84733583	84733717	84797691	84797869	8754	988,705	1571,856			168	198	NA	NA	0.426,0.493		NA
8755	"ENSG00000103194.15_6"	"USP10"	chr16	+	84773914	84773975	84778238	84779279	84767040	84767109	84796594	84796694	8755	524,354	30,31			160	198	NA	NA	0.956,0.934		NA
8756	"ENSG00000103194.15_6"	"USP10"	chr16	+	84778238	84779279	84793496	84793552	84767040	84767109	84793777	84793881	8756	37,33	1195,637			198	155	NA	NA	0.024,0.039		NA
8757	"ENSG00000103194.15_6"	"USP10"	chr16	+	84778238	84779279	84796594	84796694	84767040	84767109	84797691	84797869	8757	28,32	1570,858			198	198	NA	NA	0.018,0.036		NA
8758	"ENSG00000103194.15_6"	"USP10"	chr16	+	84778238	84779279	84792321	84792413	84773914	84773975	84792968	84793078	8758	1077,798	805,523			198	191	NA	NA	0.563,0.595		NA
8759	"ENSG00000103194.15_6"	"USP10"	chr16	+	84778238	84779279	84796594	84796694	84773914	84773975	84797691	84797869	8759	1075,799	1571,856			198	198	NA	NA	0.406,0.483		NA
8760	"ENSG00000196756.13_9"	"SNHG17"	chr20	-	37050733	37050888	37050936	37051014	37049652	37049745	37055061	37055146	8760	0,2	54,45			177	198	NA	NA	0.0,0.047		NA
8761	"ENSG00000196756.13_9"	"SNHG17"	chr20	-	37050733	37050888	37054582	37054696	37049652	37049745	37055061	37055146	8761	16,14	54,45			198	198	NA	NA	0.229,0.237		NA
8762	"ENSG00000196756.13_9"	"SNHG17"	chr20	-	37050733	37050888	37054582	37054700	37049652	37049745	37055061	37055146	8762	5,7	54,45			198	198	NA	NA	0.085,0.135		NA
8763	"ENSG00000196756.13_9"	"SNHG17"	chr20	-	37050738	37050888	37050936	37051014	37049652	37049745	37052252	37052831	8763	1,2	17,14			177	198	NA	NA	0.062,0.138		NA
8764	"ENSG00000196756.13_9"	"SNHG17"	chr20	-	37050738	37050888	37050936	37051014	37049652	37049745	37055061	37055146	8764	0,2	53,47			177	198	NA	NA	0.0,0.045		NA
8765	"ENSG00000196756.13_9"	"SNHG17"	chr20	-	37050738	37050888	37054582	37054696	37049652	37049745	37055061	37055146	8765	16,14	53,47			198	198	NA	NA	0.232,0.23		NA
8766	"ENSG00000196756.13_9"	"SNHG17"	chr20	-	37050738	37050888	37054582	37054700	37049652	37049745	37055061	37055146	8766	5,7	53,47			198	198	NA	NA	0.086,0.13		NA
8767	"ENSG00000196756.13_9"	"SNHG17"	chr20	-	37050742	37050888	37050936	37051014	37049652	37049745	37055061	37055146	8767	0,2	37,36			177	198	NA	NA	0.0,0.059		NA
8768	"ENSG00000196756.13_9"	"SNHG17"	chr20	-	37050742	37050888	37054582	37054696	37049652	37049745	37055061	37055146	8768	16,14	37,36			198	198	NA	NA	0.302,0.28		NA
8769	"ENSG00000196756.13_9"	"SNHG17"	chr20	-	37050742	37050888	37054582	37054700	37049652	37049745	37055061	37055146	8769	5,7	37,36			198	198	NA	NA	0.119,0.163		NA
8770	"ENSG00000196756.13_9"	"SNHG17"	chr20	-	37050936	37051014	37054582	37054696	37049652	37049745	37055061	37055146	8770	16,14	0,2			198	177	NA	NA	1.0,0.862		NA
8771	"ENSG00000196756.13_9"	"SNHG17"	chr20	-	37050936	37051014	37054582	37054700	37049652	37049745	37055061	37055146	8771	5,7	0,2			198	177	NA	NA	1.0,0.758		NA
8772	"ENSG00000103248.19_9"	"MTHFSD"	chr16	-	86585578	86585752	86585784	86585898	86582069	86582183	86588250	86588357	8772	65,42	28,20			198	198	NA	NA	0.699,0.677		NA
8773	"ENSG00000103248.19_9"	"MTHFSD"	chr16	-	86585578	86585752	86588250	86588354	86582069	86582183	86588774	86588841	8773	47,42	1,2			198	198	NA	NA	0.979,0.955		NA
8774	"ENSG00000103248.19_9"	"MTHFSD"	chr16	-	86585578	86585752	86588250	86588357	86582069	86582183	86588774	86588841	8774	47,26	1,2			198	198	NA	NA	0.979,0.929		NA
8775	"ENSG00000103248.19_9"	"MTHFSD"	chr16	-	86585638	86585752	86585784	86585898	86582069	86582183	86588250	86588354	8775	65,42	89,67			198	198	NA	NA	0.422,0.385		NA
8776	"ENSG00000103248.19_9"	"MTHFSD"	chr16	-	86585638	86585752	86588250	86588354	86582069	86582183	86588774	86588841	8776	47,42	62,49			198	198	NA	NA	0.431,0.462		NA
8777	"ENSG00000103248.19_9"	"MTHFSD"	chr16	-	86585638	86585752	86588250	86588357	86582069	86582183	86588774	86588841	8777	47,26	62,49			198	198	NA	NA	0.431,0.347		NA
8778	"ENSG00000205022.9_4"	"PABPN1L"	chr16	-	88931260	88931348	88931429	88931536	88930644	88930787	88931970	88932038	8778	0,1	1,1			198	187	NA	NA	0.0,0.486		NA
8779	"ENSG00000179818.14_6"	"PCBP1-AS1"	chr2	-	70191362	70191559	70195530	70195652	70190385	70190632	70223817	70224020	8779	0,0	0,0			198	198	NA	NA	NA,NA		NA
8780	"ENSG00000179818.14_6"	"PCBP1-AS1"	chr2	-	70191362	70191559	70202690	70202767	70190385	70190632	70223817	70224020	8780	0,0	0,0			176	198	NA	NA	NA,NA		NA
8781	"ENSG00000179818.14_6"	"PCBP1-AS1"	chr2	-	70191362	70191559	70215577	70215637	70190385	70190632	70223817	70224020	8781	0,1	0,0			159	198	NA	NA	NA,1.0		NA
8782	"ENSG00000179818.14_6"	"PCBP1-AS1"	chr2	-	70191362	70191559	70215873	70215970	70190385	70190632	70223817	70224020	8782	4,2	0,0			196	198	NA	NA	1.0,1.0		NA
8783	"ENSG00000179818.14_6"	"PCBP1-AS1"	chr2	-	70191362	70191559	70223817	70224020	70190385	70190632	70245146	70245263	8783	13,5	0,0			198	198	NA	NA	1.0,1.0		NA
8784	"ENSG00000179818.14_6"	"PCBP1-AS1"	chr2	-	70195530	70195652	70202690	70202767	70190385	70190632	70223817	70224020	8784	0,0	0,0			176	198	NA	NA	NA,NA		NA
8785	"ENSG00000179818.14_6"	"PCBP1-AS1"	chr2	-	70195530	70195652	70215577	70215637	70190385	70190632	70223817	70224020	8785	0,1	0,0			159	198	NA	NA	NA,1.0		NA
8786	"ENSG00000179818.14_6"	"PCBP1-AS1"	chr2	-	70195530	70195652	70215873	70215970	70190385	70190632	70223817	70224020	8786	4,2	0,0			196	198	NA	NA	1.0,1.0		NA
8787	"ENSG00000179818.14_6"	"PCBP1-AS1"	chr2	-	70202690	70202767	70215577	70215637	70190385	70190632	70215873	70215970	8787	0,2	0,0			159	176	NA	NA	NA,1.0		NA
8788	"ENSG00000179818.14_6"	"PCBP1-AS1"	chr2	-	70202690	70202767	70215577	70215637	70190385	70190632	70223817	70224020	8788	0,1	0,0			159	176	NA	NA	NA,1.0		NA
8789	"ENSG00000179818.14_6"	"PCBP1-AS1"	chr2	-	70202690	70202767	70215873	70215970	70190385	70190632	70223817	70224020	8789	4,2	0,0			196	176	NA	NA	1.0,1.0		NA
8790	"ENSG00000179818.14_6"	"PCBP1-AS1"	chr2	-	70202690	70202767	70223817	70224020	70190413	70190632	70245146	70245263	8790	13,5	0,0			198	176	NA	NA	1.0,1.0		NA
8791	"ENSG00000179818.14_6"	"PCBP1-AS1"	chr2	-	70215577	70215637	70215873	70215970	70190385	70190632	70223817	70224020	8791	4,2	0,1			196	159	NA	NA	1.0,0.619		NA
8792	"ENSG00000179818.14_6"	"PCBP1-AS1"	chr2	-	70215577	70215637	70215873	70215970	70202690	70202767	70223817	70224020	8792	3,1	0,0			196	159	NA	NA	1.0,1.0		NA
8793	"ENSG00000179818.14_6"	"PCBP1-AS1"	chr2	-	70223817	70224020	70245146	70245263	70191362	70191559	70278334	70278437	8793	7,1	13,6			198	198	NA	NA	0.35,0.143		NA
8794	"ENSG00000179818.14_6"	"PCBP1-AS1"	chr2	-	70223817	70224020	70259264	70259387	70215873	70215970	70278334	70278437	8794	22,14	16,7			198	198	NA	NA	0.579,0.667		NA
8795	"ENSG00000179818.14_6"	"PCBP1-AS1"	chr2	-	70230177	70230447	70238786	70238884	70223817	70224020	70278334	70278437	8795	0,0	0,0			197	198	NA	NA	NA,NA		NA
8796	"ENSG00000179818.14_6"	"PCBP1-AS1"	chr2	-	70230177	70230447	70245146	70245263	70223817	70224020	70278334	70278437	8796	14,4	0,0			198	198	NA	NA	1.0,1.0		NA
8797	"ENSG00000179818.14_6"	"PCBP1-AS1"	chr2	-	70230177	70230447	70259264	70259387	70223817	70224020	70278334	70278437	8797	22,16	0,0			198	198	NA	NA	1.0,1.0		NA
8798	"ENSG00000179818.14_6"	"PCBP1-AS1"	chr2	-	70238786	70238850	70242579	70242712	70223817	70224020	70245146	70245263	8798	1,0	0,0			198	163	NA	NA	1.0,NA		NA
8799	"ENSG00000179818.14_6"	"PCBP1-AS1"	chr2	-	70238786	70238884	70245146	70245263	70223817	70224020	70278334	70278437	8799	14,4	0,0			198	197	NA	NA	1.0,1.0		NA
8800	"ENSG00000179818.14_6"	"PCBP1-AS1"	chr2	-	70238786	70238884	70259264	70259387	70223817	70224020	70278334	70278437	8800	22,16	0,0			198	197	NA	NA	1.0,1.0		NA
8801	"ENSG00000179818.14_6"	"PCBP1-AS1"	chr2	-	70245146	70245263	70259264	70259387	70223817	70224020	70278334	70278437	8801	22,16	14,4			198	198	NA	NA	0.611,0.8		NA
8802	"ENSG00000179818.14_6"	"PCBP1-AS1"	chr2	-	70245146	70245263	70278334	70278437	70223817	70224020	70282845	70283042	8802	15,9	7,3			198	198	NA	NA	0.682,0.75		NA
8803	"ENSG00000179818.14_6"	"PCBP1-AS1"	chr2	-	70278334	70278437	70282845	70283042	70245146	70245263	70286774	70286812	8803	10,14	15,5			198	198	NA	NA	0.4,0.737		NA
8804	"ENSG00000179818.14_6"	"PCBP1-AS1"	chr2	-	70278334	70278437	70304432	70304513	70245146	70245263	70310669	70310819	8804	1,1	15,6			180	198	NA	NA	0.068,0.155		NA
8805	"ENSG00000179818.14_6"	"PCBP1-AS1"	chr2	-	70278334	70278437	70280862	70280924	70259264	70259387	70282787	70283042	8805	1,3	24,14			161	198	NA	NA	0.049,0.209		NA
8806	"ENSG00000179818.14_6"	"PCBP1-AS1"	chr2	-	70278334	70278437	70280862	70280944	70259264	70259387	70282845	70283042	8806	0,1	24,17			181	198	NA	NA	0.0,0.06		NA
8807	"ENSG00000179818.14_6"	"PCBP1-AS1"	chr2	-	70278334	70278437	70280862	70280947	70259264	70259387	70282845	70283042	8807	0,1	24,17			184	198	NA	NA	0.0,0.06		NA
8808	"ENSG00000179818.14_6"	"PCBP1-AS1"	chr2	-	70278334	70278437	70280862	70280924	70259264	70259387	70286774	70286812	8808	2,1	30,18			161	198	NA	NA	0.076,0.064		NA
8809	"ENSG00000179818.14_6"	"PCBP1-AS1"	chr2	-	70278334	70278437	70280862	70280924	70259264	70259387	70310669	70310819	8809	0,1	30,19			161	198	NA	NA	0.0,0.061		NA
8810	"ENSG00000179818.14_6"	"PCBP1-AS1"	chr2	-	70278334	70278437	70280862	70280947	70259264	70259387	70310669	70310819	8810	0,1	30,19			184	198	NA	NA	0.0,0.054		NA
8811	"ENSG00000179818.14_6"	"PCBP1-AS1"	chr2	-	70280862	70280924	70282787	70283042	70278334	70278437	70286774	70286812	8811	12,14	12,8			198	161	NA	NA	0.448,0.587		NA
8812	"ENSG00000179818.14_6"	"PCBP1-AS1"	chr2	-	70280862	70280924	70282845	70283042	70278334	70278437	70286774	70286812	8812	12,17	12,8			198	161	NA	NA	0.448,0.633		NA
8813	"ENSG00000179818.14_6"	"PCBP1-AS1"	chr2	-	70280862	70280924	70282845	70283042	70278334	70278437	70310669	70310819	8813	8,7	10,8			198	161	NA	NA	0.394,0.416		NA
8814	"ENSG00000179818.14_6"	"PCBP1-AS1"	chr2	-	70280862	70280924	70286774	70286812	70278334	70278437	70310669	70310819	8814	7,3	10,8			137	161	NA	NA	0.451,0.306		NA
8815	"ENSG00000179818.14_6"	"PCBP1-AS1"	chr2	-	70280862	70280924	70304432	70304513	70278334	70278437	70310669	70310819	8815	2,1	10,8			180	161	NA	NA	0.152,0.101		NA
8816	"ENSG00000179818.14_6"	"PCBP1-AS1"	chr2	-	70280862	70280947	70282845	70283042	70278334	70278437	70310669	70310819	8816	8,7	10,8			198	184	NA	NA	0.426,0.448		NA
8817	"ENSG00000179818.14_6"	"PCBP1-AS1"	chr2	-	70280862	70280947	70286774	70286812	70278334	70278437	70310669	70310819	8817	7,3	10,8			137	184	NA	NA	0.485,0.335		NA
8818	"ENSG00000179818.14_6"	"PCBP1-AS1"	chr2	-	70280862	70280947	70304432	70304513	70278334	70278437	70310669	70310819	8818	2,1	10,8			180	184	NA	NA	0.17,0.113		NA
8819	"ENSG00000179818.14_6"	"PCBP1-AS1"	chr2	-	70282787	70283042	70286774	70286812	70278334	70278437	70304432	70304513	8819	4,2	3,0			137	198	NA	NA	0.658,1.0		NA
8820	"ENSG00000179818.14_6"	"PCBP1-AS1"	chr2	-	70282787	70283042	70286774	70286812	70278334	70278437	70312678	70312756	8820	11,7	3,3			137	198	NA	NA	0.841,0.771		NA
8821	"ENSG00000179818.14_6"	"PCBP1-AS1"	chr2	-	70282787	70283042	70310638	70310819	70278334	70278437	70312678	70312756	8821	68,35	3,3			198	198	NA	NA	0.958,0.921		NA
8822	"ENSG00000179818.14_6"	"PCBP1-AS1"	chr2	-	70282787	70283042	70310669	70310819	70278334	70278437	70312678	70312756	8822	72,36	3,3			198	198	NA	NA	0.96,0.923		NA
8823	"ENSG00000179818.14_6"	"PCBP1-AS1"	chr2	-	70282787	70283042	70286774	70286812	70280862	70280924	70310669	70310819	8823	4,1	9,6			137	198	NA	NA	0.391,0.194		NA
8824	"ENSG00000179818.14_6"	"PCBP1-AS1"	chr2	-	70282845	70283042	70286774	70286812	70278334	70278437	70304432	70304513	8824	4,2	3,3			137	198	NA	NA	0.658,0.491		NA
8825	"ENSG00000179818.14_6"	"PCBP1-AS1"	chr2	-	70282845	70283042	70286774	70286812	70278334	70278437	70310638	70310819	8825	7,3	3,3			137	198	NA	NA	0.771,0.591		NA
8826	"ENSG00000179818.14_6"	"PCBP1-AS1"	chr2	-	70282845	70283042	70304432	70304513	70278334	70278437	70310638	70310819	8826	1,1	3,3			180	198	NA	NA	0.268,0.268		NA
8827	"ENSG00000179818.14_6"	"PCBP1-AS1"	chr2	-	70282845	70283042	70286774	70286812	70278334	70278437	70310669	70310819	8827	7,3	8,7			137	198	NA	NA	0.558,0.382		NA
8828	"ENSG00000179818.14_6"	"PCBP1-AS1"	chr2	-	70282845	70283042	70304432	70304513	70278334	70278437	70310669	70310819	8828	2,1	8,7			180	198	NA	NA	0.216,0.136		NA
8829	"ENSG00000179818.14_6"	"PCBP1-AS1"	chr2	-	70282845	70283042	70286774	70286812	70278334	70278437	70312678	70312756	8829	11,7	3,6			137	198	NA	NA	0.841,0.628		NA
8830	"ENSG00000179818.14_6"	"PCBP1-AS1"	chr2	-	70282845	70283042	70310638	70310819	70278334	70278437	70312678	70312756	8830	68,35	3,6			198	198	NA	NA	0.958,0.854		NA
8831	"ENSG00000179818.14_6"	"PCBP1-AS1"	chr2	-	70282845	70283042	70310669	70310819	70278334	70278437	70312678	70312756	8831	72,36	3,6			198	198	NA	NA	0.96,0.857		NA
8832	"ENSG00000179818.14_6"	"PCBP1-AS1"	chr2	-	70282845	70283042	70286774	70286812	70280862	70280924	70310669	70310819	8832	4,1	9,4			137	198	NA	NA	0.391,0.265		NA
8833	"ENSG00000179818.14_6"	"PCBP1-AS1"	chr2	-	70282845	70283042	70286774	70286812	70280862	70280924	70312678	70312756	8833	7,4	4,3			137	198	NA	NA	0.717,0.658		NA
8834	"ENSG00000179818.14_6"	"PCBP1-AS1"	chr2	-	70282845	70283042	70310669	70310819	70280862	70280924	70312678	70312756	8834	64,31	4,3			198	198	NA	NA	0.941,0.912		NA
8835	"ENSG00000179818.14_6"	"PCBP1-AS1"	chr2	-	70286774	70286812	70304432	70304513	70278334	70278437	70310638	70310819	8835	1,1	7,3			180	137	NA	NA	0.098,0.202		NA
8836	"ENSG00000179818.14_6"	"PCBP1-AS1"	chr2	-	70286774	70286812	70304432	70304513	70278334	70278437	70310669	70310819	8836	2,1	7,3			180	137	NA	NA	0.179,0.202		NA
8837	"ENSG00000179818.14_6"	"PCBP1-AS1"	chr2	-	70286774	70286812	70310638	70310819	70278334	70278437	70312678	70312756	8837	68,35	11,7			198	137	NA	NA	0.811,0.776		NA
8838	"ENSG00000179818.14_6"	"PCBP1-AS1"	chr2	-	70286774	70286812	70310669	70310819	70278334	70278437	70312678	70312756	8838	72,36	11,7			198	137	NA	NA	0.819,0.781		NA
8839	"ENSG00000179818.14_6"	"PCBP1-AS1"	chr2	-	70286774	70286812	70310669	70310819	70280862	70280924	70312678	70312756	8839	64,31	7,4			198	137	NA	NA	0.864,0.843		NA
8840	"ENSG00000179818.14_6"	"PCBP1-AS1"	chr2	-	70286774	70286812	70310669	70310819	70282748	70283042	70312678	70312756	8840	70,35	12,14			198	137	NA	NA	0.801,0.634		NA
8841	"ENSG00000179818.14_6"	"PCBP1-AS1"	chr2	-	70286774	70286812	70304432	70304513	70282787	70283042	70312678	70312756	8841	1,0	12,14			180	137	NA	NA	0.06,0.0		NA
8842	"ENSG00000179818.14_6"	"PCBP1-AS1"	chr2	-	70286774	70286812	70310638	70310819	70282845	70283042	70312678	70312756	8842	65,31	12,14			198	137	NA	NA	0.789,0.605		NA
8843	"ENSG00000179818.14_6"	"PCBP1-AS1"	chr2	-	70304432	70304513	70310669	70310819	70282787	70283042	70312678	70312756	8843	70,35	1,0			198	180	NA	NA	0.985,1.0		NA
8844	"ENSG00000179818.14_6"	"PCBP1-AS1"	chr2	-	70304432	70304513	70308501	70308622	70286774	70286812	70310669	70310819	8844	1,1	2,1			198	180	NA	NA	0.313,0.476		NA
8845	"ENSG00000140995.16_7"	"DEF8"	chr16	+	90015824	90015921	90020650	90020784	90015202	90015222	90021576	90021674	8845	3,12	150,505			196	198	NA	NA	0.02,0.023		NA
8846	"ENSG00000140995.16_7"	"DEF8"	chr16	+	90016474	90016714	90018965	90019090	90015824	90015921	90020650	90020784	8846	0,0	0,0			198	198	NA	NA	NA,NA		NA
8847	"ENSG00000140995.16_7"	"DEF8"	chr16	+	90016474	90016714	90018969	90019090	90015824	90015921	90020650	90020784	8847	0,0	0,0			198	198	NA	NA	NA,NA		NA
8848	"ENSG00000140995.16_7"	"DEF8"	chr16	+	90016474	90016736	90018965	90019090	90015824	90015921	90020650	90020784	8848	0,0	0,0			198	198	NA	NA	NA,NA		NA
8849	"ENSG00000140995.16_7"	"DEF8"	chr16	+	90016474	90016736	90018969	90019090	90015824	90015921	90020650	90020784	8849	0,0	0,0			198	198	NA	NA	NA,NA		NA
8850	"ENSG00000148187.18_5"	"MRRF"	chr9	+	125042721	125042877	125047447	125047566	125033142	125033354	125054027	125054119	8850	185,186	258,147			198	198	NA	NA	0.418,0.559		NA
8851	"ENSG00000148187.18_5"	"MRRF"	chr9	+	125047447	125047566	125054027	125054119	125042721	125042877	125075505	125075609	8851	283,178	518,310			198	191	NA	NA	0.345,0.356		NA
8852	"ENSG00000148187.18_5"	"MRRF"	chr9	+	125054027	125054119	125075505	125075665	125047447	125047566	125084818	125085740	8852	259,149	335,286			191	198	NA	NA	0.445,0.351		NA
8853	"ENSG00000108953.17_5"	"YWHAE"	chr17	-	1264385	1264592	1265223	1265302	1257504	1257641	1268152	1268352	8853	3083,2230	3123,1439			178	198	NA	NA	0.523,0.633		NA
8854	"ENSG00000174238.15_6"	"PITPNA"	chr17	-	1444859	1444934	1451589	1451681	1442162	1442246	1456297	1456443	8854	364,202	221,111			191	174	NA	NA	0.6,0.624		NA
8855	"ENSG00000174238.15_6"	"PITPNA"	chr17	-	1444935	1444943	1446313	1446321	1444859	1444934	1451589	1451681	8855	252,170	0,0			107	107	NA	NA	1.0,1.0		NA
8856	"ENSG00000174238.15_6"	"PITPNA"	chr17	-	1451589	1451681	1456297	1456443	1444859	1444934	1461822	1461853	8856	154,101	2,5			198	191	NA	NA	0.987,0.951		NA
8857	"ENSG00000167705.12_6"	"RILP"	chr17	-	1551643	1551789	1552092	1552338	1551128	1551251	1552493	1552600	8857	1,0	205,145			198	198	NA	NA	0.005,0.0		NA
8858	"ENSG00000141013.17_5"	"GAS8"	chr16	+	90099125	90099332	90102040	90102095	90097583	90097904	90102788	90102994	8858	85,64	35,29			198	154	NA	NA	0.654,0.632		NA
8859	"ENSG00000040531.16_6"	"CTNS"	chr17	+	3543481	3543561	3550737	3550816	3540400	3540610	3558291	3558395	8859	32,29	8,1			179	178	NA	NA	0.799,0.966		NA
8860	"ENSG00000040531.16_6"	"CTNS"	chr17	+	3543481	3543561	3558291	3558395	3540400	3540610	3558514	3558646	8860	29,29	67,50			179	198	NA	NA	0.324,0.391		NA
8861	"ENSG00000149262.17_6"	"INTS4"	chr11	-	77622015	77622198	77629076	77629310	77618762	77618856	77629866	77630024	8861	6,4	7,9			198	198	NA	NA	0.462,0.308		NA
8862	"ENSG00000149262.17_6"	"INTS4"	chr11	-	77649696	77649871	77652225	77652297	77639387	77639593	77666987	77667108	8862	103,79	66,82			171	198	NA	NA	0.644,0.527		NA
8863	"ENSG00000178462.12_5"	"TUBAL3"	chr10	-	5437289	5437438	5442806	5443050	5435063	5436424	5446752	5446791	8863	9,17	39,24			198	198	NA	NA	0.188,0.415		NA
8864	"ENSG00000178462.12_5"	"TUBAL3"	chr10	-	5437289	5437438	5442806	5442930	5435231	5436424	5446752	5446791	8864	3,2	39,24			198	198	NA	NA	0.071,0.077		NA
8865	"ENSG00000198920.11_9"	"KIAA0753"	chr17	-	6526828	6526891	6526926	6527008	6526201	6526417	6528074	6528181	8865	0,1	48,25			181	162	NA	NA	0.0,0.035		NA
8866	"ENSG00000198920.11_9"	"KIAA0753"	chr17	-	6526828	6526891	6526926	6527008	6526201	6526417	6531436	6532061	8866	0,3	17,7			181	162	NA	NA	0.0,0.277		NA
8867	"ENSG00000170100.13_4"	"ZNF778"	chr16	+	89289564	89289691	89291126	89291210	89288499	89288591	89291962	89292039	8867	20,11	71,44			198	183	NA	NA	0.207,0.188		NA
8868	"ENSG00000161955.16_4"	"TNFSF13"	chr17	+	7462940	7463019	7463167	7463210	7462384	7462614	7463365	7463484	8868	0,0	1,0			178	142	NA	NA	0.0,NA		NA
8869	"ENSG00000161970.15_9"	"RPL26"	chr17	-	8283113	8283254	8285460	8285633	8280833	8281010	8286474	8286511	8869	14861,9836	8984,5344			198	198	NA	NA	0.623,0.648		NA
8870	"ENSG00000161970.15_9"	"RPL26"	chr17	-	8283113	8283254	8285460	8285656	8280840	8281010	8286474	8286531	8870	6,12	8984,5344			198	198	NA	NA	0.001,0.002		NA
8871	"ENSG00000166579.15_7"	"NDEL1"	chr17	+	8347941	8348060	8348271	8348358	8347577	8347675	8349028	8349182	8871	1,0	10,15			198	186	NA	NA	0.086,0.0		NA
8872	"ENSG00000166579.15_7"	"NDEL1"	chr17	+	8358113	8358205	8363326	8363478	8354097	8354271	8370247	8371478	8872	215,184	54,75			191	198	NA	NA	0.805,0.718		NA
8873	"ENSG00000024526.17_6"	"DEPDC1"	chr1	-	68947728	68948580	68948955	68948988	68947122	68947295	68949632	68949773	8873	1,0	130,108			132	198	NA	NA	0.011,0.0		NA
8874	"ENSG00000128284.19_7"	"APOL3"	chr22	-	36545818	36546012	36549332	36549471	36545306	36545419	36556716	36556803	8874	0,0	0,0			198	198	NA	NA	NA,NA		NA
8875	"ENSG00000070814.22_9"	"TCOF1"	chr5	+	149749091	149749165	149751568	149751799	149748278	149748465	149753736	149753949	8875	177,159	128,123			173	198	NA	NA	0.613,0.597		NA
8876	"ENSG00000070814.22_9"	"TCOF1"	chr5	+	149767464	149767651	149771519	149771739	149759094	149759295	149772267	149772353	8876	487,356	514,349			198	198	NA	NA	0.487,0.505		NA
8877	"ENSG00000221926.13_8"	"TRIM16"	chr17	-	15584364	15584536	15586167	15586265	15584178	15584267	15586349	15586471	8877	36,28	0,0			197	198	NA	NA	1.0,1.0		NA
8878	"ENSG00000221926.13_8"	"TRIM16"	chr17	-	15584364	15584536	15586167	15586278	15584178	15584267	15586349	15586471	8878	14,12	0,0			198	198	NA	NA	1.0,1.0		NA
8879	"ENSG00000221926.13_8"	"TRIM16"	chr17	-	15584364	15584536	15586174	15586265	15584178	15584267	15586349	15586471	8879	21,15	0,0			190	198	NA	NA	1.0,1.0		NA
8880	"ENSG00000175061.18_6"	"SNHG29"	chr17	+	16344387	16344444	16364206	16364559	16343498	16343567	16366146	16366255	8880	2086,1444	2,4			156	198	NA	NA	0.999,0.998		NA
8881	"ENSG00000133027.18_5"	"PEMT"	chr17	-	17409540	17409615	17412747	17412859	17408876	17409162	17415822	17415968	8881	78,83	30,30			198	174	NA	NA	0.696,0.709		NA
8882	"ENSG00000133027.18_5"	"PEMT"	chr17	-	17412747	17412859	17415822	17415968	17409540	17409615	17422340	17422394	8882	0,2	63,111			198	198	NA	NA	0.0,0.018		NA
8883	"ENSG00000133027.18_5"	"PEMT"	chr17	-	17412747	17412859	17415822	17415968	17409540	17409615	17425593	17425709	8883	74,119	67,114			198	198	NA	NA	0.525,0.511		NA
8884	"ENSG00000133027.18_5"	"PEMT"	chr17	-	17415822	17415968	17425593	17425709	17412747	17412859	17480233	17480341	8884	117,192	80,85			198	198	NA	NA	0.594,0.693		NA
8885	"ENSG00000175662.17_6"	"TOM1L2"	chr17	-	17786018	17786177	17787947	17788082	17782940	17783057	17796974	17797124	8885	34,17	10,13			198	198	NA	NA	0.773,0.567		NA
8886	"ENSG00000175662.17_6"	"TOM1L2"	chr17	-	17787947	17788082	17796974	17797124	17786018	17786177	17801909	17801988	8886	21,26	27,14			198	198	NA	NA	0.438,0.65		NA
8887	"ENSG00000091542.9_4"	"ALKBH5"	chr17	+	18098268	18098349	18110128	18110284	18087141	18088327	18111532	18113268	8887	161,140	261,242			180	198	NA	NA	0.404,0.389		NA
8888	"ENSG00000177302.15_7"	"TOP3A"	chr17	-	18180988	18181671	18183849	18183972	18174741	18178294	18186011	18186155	8888	94,62	73,57			198	198	NA	NA	0.563,0.521		NA
8889	"ENSG00000177302.15_7"	"TOP3A"	chr17	-	18202872	18202947	18205198	18205299	18198016	18198099	18205577	18205675	8889	104,66	118,59			198	174	NA	NA	0.436,0.496		NA
8890	"ENSG00000149196.16_7"	"HIKESHI"	chr11	+	86048420	86048572	86055644	86055763	86017286	86017524	86056625	86056985	8890	595,371	94,90			198	198	NA	NA	0.864,0.805		NA
8891	"ENSG00000155096.14_6"	"AZIN1"	chr8	-	103842048	103842164	103845283	103845446	103841499	103841714	103846416	103846491	8891	321,263	366,229			198	198	NA	NA	0.467,0.535		NA
8892	"ENSG00000056097.16_5"	"ZFR"	chr5	-	32419925	32420208	32444334	32444434	32417752	32417897	32444727	32444844	8892	222,216	320,211			198	198	NA	NA	0.41,0.506		NA
8893	"ENSG00000255042.3_9"	"AC109635.3"	chr11	-	50244119	50244171	50246831	50246949	50238998	50239318	50252670	50252805	8893	142,88	16,5			198	151	NA	NA	0.871,0.931		NA
8894	"ENSG00000255042.3_9"	"AC109635.3"	chr11	-	50246831	50246949	50252670	50252805	50244119	50244171	50254398	50254505	8894	78,62	25,9			198	198	NA	NA	0.757,0.873		NA
