ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE
5678	"ENSG00000114857.18_4"	"NKTR"	chr3	+	42661155	42663008	42662920	42663008	42660511	42660619
5681	"ENSG00000106723.17_4"	"SPIN1"	chr9	+	91033692	91033866	91033764	91033866	91030521	91030614
5685	"ENSG00000145014.17_7"	"TMEM44"	chr3	-	194336297	194336426	194336297	194336399	194343952	194344039
5693	"ENSG00000165275.10_4"	"TRMT10B"	chr9	+	37769937	37770016	37769941	37770016	37768072	37768225
5697	"ENSG00000149499.11_5"	"EML3"	chr11	-	62369689	62370251	62369689	62370150	62370620	62370719
5699	"ENSG00000149499.11_5"	"EML3"	chr11	-	62371415	62371673	62371415	62371513	62372584	62372652
5700	"ENSG00000149499.11_5"	"EML3"	chr11	-	62371415	62371673	62371415	62371513	62373113	62373245
5731	"ENSG00000173209.23_6"	"AHSA2P"	chr2	+	61406115	61406306	61406120	61406306	61404552	61405519
5732	"ENSG00000173209.23_6"	"AHSA2P"	chr2	+	61406115	61406306	61406120	61406306	61404562	61404823
5734	"ENSG00000215424.10_8"	"MCM3AP-AS1"	chr21	+	47660747	47662913	47660750	47662913	47656137	47656240
5757	"ENSG00000214021.16_6"	"TTLL3"	chr3	+	9859328	9859443	9859373	9859443	9857757	9857886
5758	"ENSG00000214021.16_6"	"TTLL3"	chr3	+	9859328	9862425	9862229	9862425	9857757	9857886
5760	"ENSG00000214021.16_6"	"TTLL3"	chr3	+	9870362	9871079	9870643	9871079	9870183	9870259
5812	"ENSG00000239779.7_8"	"WBP1"	chr2	+	74686564	74686872	74686769	74686872	74685576	74685664
5813	"ENSG00000239779.7_8"	"WBP1"	chr2	+	74686564	74686872	74686769	74686872	74685958	74686244
5814	"ENSG00000239779.7_8"	"WBP1"	chr2	+	74686564	74686872	74686769	74686872	74686123	74686225
5843	"ENSG00000113761.12_6"	"ZNF346"	chr5	+	176471389	176471534	176471392	176471534	176468126	176468230
5844	"ENSG00000113761.12_6"	"ZNF346"	chr5	+	176471389	176471534	176471392	176471534	176468778	176468871
5845	"ENSG00000113761.12_6"	"ZNF346"	chr5	+	176477703	176477937	176477751	176477937	176468778	176468871
5858	"ENSG00000089157.16_7"	"RPLP0"	chr12	-	120636920	120637288	120636920	120637008	120638532	120638634
5867	"ENSG00000186364.12_5"	"NUDT17"	chr1	-	145588377	145588635	145588377	145588470	145588871	145589055
5880	"ENSG00000114786.16_8"	"ABHD14A-ACY1"	chr3	+	52020430	52021077	52020620	52021077	52020270	52020347
5883	"ENSG00000168883.20_6"	"USP39"	chr2	+	85850748	85850905	85850768	85850905	85846342	85846412
5886	"ENSG00000132300.19_4"	"PTCD3"	chr2	+	86360300	86360559	86360468	86360559	86359440	86359547
5897	"ENSG00000120008.16_4"	"WDR11"	chr10	+	122665387	122666367	122666287	122666367	122664830	122664928
5924	"ENSG00000196652.11_2"	"ZKSCAN5"	chr7	+	99103565	99104081	99103627	99104081	99102572	99102783
5937	"ENSG00000178149.17_7"	"DALRD3"	chr3	-	49053251	49053519	49053251	49053305	49053590	49053773
5958	"ENSG00000136891.14_6"	"TEX10"	chr9	-	103111465	103111654	103111465	103111651	103115053	103115224
5974	"ENSG00000154832.15_5"	"CXXC1"	chr18	-	47812118	47812627	47812118	47812298	47812908	47813009
5975	"ENSG00000041880.14_5"	"PARP3"	chr3	+	51977364	51977554	51977369	51977554	51976952	51977062
5998	"ENSG00000170421.12_8"	"KRT8"	chr12	-	53298441	53298863	53298441	53298811	53320195	53320253
5999	"ENSG00000170421.12_8"	"KRT8"	chr12	-	53298441	53298863	53298441	53298811	53343239	53343626
6000	"ENSG00000121073.15_7"	"SLC35B1"	chr17	-	47782485	47783671	47782485	47782643	47784326	47784430
6002	"ENSG00000121073.15_7"	"SLC35B1"	chr17	-	47783565	47783696	47783565	47783671	47784704	47784806
6024	"ENSG00000142864.14_6"	"SERBP1"	chr1	-	67889882	67890005	67889882	67889960	67890765	67890906
6034	"ENSG00000205659.11_6"	"LIN52"	chr14	+	74557934	74558009	74557940	74558009	74551665	74551696
6038	"ENSG00000090686.16_5"	"USP48"	chr1	-	22056196	22056325	22056196	22056322	22062922	22063118
6040	"ENSG00000090686.16_5"	"USP48"	chr1	-	22056196	22056325	22056196	22056322	22073559	22073642
6046	"ENSG00000116062.17_8"	"MSH6"	chr2	+	48025749	48028294	48025753	48028294	48018065	48018262
6049	"ENSG00000228705.2_8"	"LINC00659"	chr20	-	61406666	61406872	61406666	61406831	61407663	61408334
6066	"ENSG00000164896.20_6"	"FASTK"	chr7	-	150775648	150775788	150775648	150775786	150775928	150777583
6069	"ENSG00000284770.2_6"	"TBCE"	chr1	+	235582731	235582876	235582787	235582876	235577747	235577784
6070	"ENSG00000284770.2_6"	"TBCE"	chr1	+	235599700	235599923	235599858	235599923	235599059	235599155
6071	"ENSG00000163291.14_4"	"PAQR3"	chr4	-	79838914	79839053	79838914	79839034	79845010	79845101
6073	"ENSG00000011454.17_5"	"RABGAP1"	chr9	+	125719289	125719488	125719427	125719488	125703311	125703367
6077	"ENSG00000161265.15_8"	"U2AF1L4"	chr19	-	36233432	36234106	36233432	36233704	36234709	36234805
6078	"ENSG00000161265.15_8"	"U2AF1L4"	chr19	-	36234055	36234246	36234055	36234106	36234709	36234805
6082	"ENSG00000161265.15_8"	"U2AF1L4"	chr19	-	36235223	36236088	36235223	36235322	36236248	36236343
6090	"ENSG00000125630.16_4"	"POLR1B"	chr2	+	113304588	113304756	113304659	113304756	113303407	113303499
6100	"ENSG00000170471.15_6"	"RALGAPB"	chr20	+	37125995	37126159	37126122	37126159	37121572	37121775
6122	"ENSG00000088179.9_7"	"PTPN4"	chr2	+	120639672	120639725	120639707	120639725	120635039	120635118
6123	"ENSG00000084090.13_7"	"STARD7"	chr2	-	96858815	96858943	96858815	96858898	96859039	96859090
6127	"ENSG00000111752.11_5"	"PHC1"	chr12	+	9075228	9075384	9075252	9075384	9073580	9073661
6149	"ENSG00000103365.15_8"	"GGA2"	chr16	-	23504680	23505699	23504680	23504779	23507014	23507099
6151	"ENSG00000037637.11_6"	"FBXO42"	chr1	-	16579590	16579676	16579590	16579647	16580050	16580088
6152	"ENSG00000037637.11_6"	"FBXO42"	chr1	-	16579590	16579676	16579590	16579647	16580129	16580226
6155	"ENSG00000104529.17_10"	"EEF1D"	chr8	-	144663223	144663498	144663223	144663324	144668388	144668460
6157	"ENSG00000104529.17_10"	"EEF1D"	chr8	-	144668898	144669022	144668898	144669019	144671160	144672630
6159	"ENSG00000104529.17_10"	"EEF1D"	chr8	-	144668898	144669022	144668898	144669019	144676044	144676241
6161	"ENSG00000104529.17_10"	"EEF1D"	chr8	-	144668898	144669022	144668898	144669019	144679048	144679558
6205	"ENSG00000158636.16_8"	"EMSY"	chr11	+	76253211	76253411	76253259	76253411	76250642	76250684
6206	"ENSG00000134470.21_11"	"IL15RA"	chr10	-	6002329	6002530	6002329	6002431	6005705	6005804
6227	"ENSG00000119777.20_6"	"TMEM214"	chr2	+	27260899	27261105	27261013	27261105	27260428	27260570
6248	"ENSG00000197081.14_8"	"IGF2R"	chr6	+	160509064	160510285	160510138	160510285	160506026	160506163
6254	"ENSG00000168890.14_7"	"TMEM150A"	chr2	-	85828143	85828605	85828143	85828230	85829006	85829187
6270	"ENSG00000226383.7_8"	"LINC01876"	chr2	-	156880996	156881119	156880996	156881088	157061893	157061950
6281	"ENSG00000115525.18_8"	"ST3GAL5"	chr2	-	86074983	86077957	86074983	86075327	86078386	86078826
6282	"ENSG00000115525.18_8"	"ST3GAL5"	chr2	-	86074983	86077957	86074983	86075504	86078386	86078826
6301	"ENSG00000159348.13_7"	"CYB5R1"	chr1	-	202935014	202935237	202935014	202935121	202935876	202936026
6303	"ENSG00000159348.13_7"	"CYB5R1"	chr1	-	202935014	202935728	202935014	202935237	202935876	202936026
6312	"ENSG00000141030.13_6"	"COPS3"	chr17	-	17171198	17171359	17171198	17171291	17174209	17174322
6315	"ENSG00000172932.16_6"	"ANKRD13D"	chr11	+	67066528	67067082	67067000	67067082	67059461	67059651
6354	"ENSG00000225746.12_10"	"MEG8"	chr14	+	101402108	101403825	101403739	101403825	101379768	101379858
6366	"ENSG00000158806.14_8"	"NPM2"	chr8	+	21882234	21882817	21882726	21882817	21881644	21882134
6397	"ENSG00000223959.8_3"	"AFG3L1P"	chr16	+	90055089	90055359	90055259	90055359	90051853	90051978
6427	"ENSG00000165555.9_6"	"NOXRED1"	chr14	-	77872255	77873218	77872255	77872478	77873807	77873988
6433	"ENSG00000166169.17_8"	"POLL"	chr10	-	103347002	103347163	103347002	103347139	103347578	103348014
6449	"ENSG00000120992.18_6"	"LYPLA1"	chr8	-	54963571	54963748	54963571	54963706	54967619	54967693
6462	"ENSG00000221968.9_8"	"FADS3"	chr11	-	61643830	61644435	61643830	61643927	61644982	61645059
6463	"ENSG00000221968.9_8"	"FADS3"	chr11	-	61643830	61644435	61643830	61643927	61645626	61645687
6464	"ENSG00000221968.9_8"	"FADS3"	chr11	-	61643830	61645687	61643830	61644435	61645983	61646106
6466	"ENSG00000110719.10_6"	"TCIRG1"	chr11	+	67815113	67815439	67815348	67815439	67814899	67815039
6497	"ENSG00000126012.12_6"	"KDM5C"	chrX	-	53227671	53228070	53227671	53227819	53228158	53228340
6563	"ENSG00000250748.6_7"	"AC025419.1"	chr12	-	65963770	65963848	65963770	65963828	66006958	66007057
6575	"ENSG00000100650.16_5"	"SRSF5"	chr14	+	70235898	70237257	70237183	70237257	70235514	70235613
6580	"ENSG00000130305.17_5"	"NSUN5"	chr7	-	72718226	72718405	72718226	72718401	72718955	72719094
6603	"ENSG00000197223.11_4"	"C1D"	chr2	-	68273119	68273542	68273119	68273175	68274304	68274451
6604	"ENSG00000197223.11_4"	"C1D"	chr2	-	68274304	68274451	68274304	68274447	68290076	68290126
6614	"ENSG00000198830.11_4"	"HMGN2"	chr1	+	26800193	26800626	26800575	26800626	26799973	26800018
6623	"ENSG00000215301.10_9"	"DDX3X"	chrX	+	41206111	41206704	41206564	41206704	41205757	41205875
6625	"ENSG00000215301.10_9"	"DDX3X"	chrX	+	41206564	41209139	41206892	41209139	41206111	41206265
6634	"ENSG00000068650.18_5"	"ATP11A"	chr13	+	113536126	113541482	113536129	113541482	113530089	113530255
6635	"ENSG00000068650.18_5"	"ATP11A"	chr13	+	113536126	113541482	113536189	113541482	113530089	113530255
6636	"ENSG00000068650.18_5"	"ATP11A"	chr13	+	113536129	113541482	113536189	113541482	113530089	113530255
6637	"ENSG00000068650.18_5"	"ATP11A"	chr13	+	113536126	113541482	113536129	113541482	113532530	113532617
6639	"ENSG00000068650.18_5"	"ATP11A"	chr13	+	113536129	113541482	113536189	113541482	113532530	113532617
6643	"ENSG00000213722.9_8"	"DDAH2"	chr6	-	31695319	31695469	31695319	31695420	31696227	31696301
6645	"ENSG00000116459.11_5"	"ATP5PB"	chr1	+	111998707	111998871	111998848	111998871	111996832	111996978
6657	"ENSG00000125149.12_7"	"C16orf70"	chr16	+	67144021	67144142	67144047	67144142	67143864	67143907
6670	"ENSG00000011198.10_9"	"ABHD5"	chr3	+	43759162	43759349	43759257	43759349	43753200	43753355
6673	"ENSG00000065802.12_4"	"ASB1"	chr2	+	239342189	239342336	239342194	239342336	239341953	239342088
6709	"ENSG00000145979.18_9"	"TBC1D7"	chr6	-	13327018	13327195	13327018	13327138	13328547	13328815
6712	"ENSG00000093010.14_6"	"COMT"	chr22	+	19951632	19951822	19951690	19951822	19948721	19948812
6713	"ENSG00000093010.14_6"	"COMT"	chr22	+	19949755	19950338	19950049	19950338	19949219	19949397
6716	"ENSG00000091140.14_4"	"DLD"	chr7	+	107545307	107545503	107545402	107545503	107545107	107545191
6718	"ENSG00000150995.19_8"	"ITPR1"	chr3	+	4768806	4768857	4768809	4768857	4753440	4753552
6724	"ENSG00000189229.11_8"	"AC069277.1"	chr3	+	6759255	6759354	6759259	6759354	6736470	6736564
6742	"ENSG00000055609.18_7"	"KMT2C"	chr7	-	151853289	151853431	151853289	151853359	151855947	151856157
6749	"ENSG00000160298.18_8"	"C21orf58"	chr21	-	47721043	47722068	47721043	47721627	47722398	47722490
6756	"ENSG00000143224.18_7"	"PPOX"	chr1	+	161138202	161138366	161138221	161138366	161136889	161137024
6760	"ENSG00000143224.18_7"	"PPOX"	chr1	+	161140409	161140559	161140469	161140559	161140198	161140309
6764	"ENSG00000159377.11_4"	"PSMB4"	chr1	+	151373714	151374106	151374017	151374106	151373239	151373321
6786	"ENSG00000188313.13_7"	"PLSCR1"	chr3	-	146239619	146239840	146239619	146239768	146251256	146251337
6806	"ENSG00000163389.12_5"	"POGLUT1"	chr3	+	119198754	119199019	119198897	119199019	119197180	119197321
6833	"ENSG00000124570.21_7"	"SERPINB6"	chr6	-	2969012	2969336	2969012	2969147	2971766	2972399
6856	"ENSG00000171067.11_8"	"C11orf24"	chr11	-	68035521	68035746	68035521	68035719	68039113	68039415
6857	"ENSG00000144674.16_7"	"GOLGA4"	chr3	+	37323448	37323763	37323582	37323763	37315026	37315092
6862	"ENSG00000157036.13_5"	"EXOG"	chr3	+	38542845	38542985	38542906	38542985	38539119	38539180
6863	"ENSG00000157036.13_5"	"EXOG"	chr3	+	38542845	38542985	38542906	38542985	38541580	38541655
6869	"ENSG00000144659.13_8"	"SLC25A38"	chr3	+	39435900	39436067	39435940	39436067	39433343	39433512
6873	"ENSG00000162772.17_7"	"ATF3"	chr1	+	212788489	212788603	212788493	212788603	212788363	212788402
6881	"ENSG00000170248.15_5"	"PDCD6IP"	chr3	+	33870329	33870461	33870344	33870461	33869113	33869231
6893	"ENSG00000169299.14_4"	"PGM2"	chr4	+	37841469	37841553	37841479	37841553	37831585	37831753
6904	"ENSG00000134802.17_7"	"SLC43A3"	chr11	-	57193461	57193862	57193461	57193825	57194534	57194588
6905	"ENSG00000134802.17_7"	"SLC43A3"	chr11	-	57193461	57193862	57193461	57193845	57194534	57194594
6910	"ENSG00000114388.14_6"	"NPRL2"	chr3	-	50385189	50385672	50385189	50385332	50385747	50385841
6913	"ENSG00000114388.14_6"	"NPRL2"	chr3	-	50386115	50386441	50386115	50386213	50387095	50387264
6914	"ENSG00000114388.14_6"	"NPRL2"	chr3	-	50386816	50386925	50386816	50386921	50387361	50387453
6915	"ENSG00000114388.14_6"	"NPRL2"	chr3	-	50386816	50387259	50386816	50386921	50387361	50387453
6918	"ENSG00000114388.14_6"	"NPRL2"	chr3	-	50387095	50387264	50387095	50387259	50387363	50388197
6924	"ENSG00000102081.15_9"	"FMR1"	chrX	+	147026388	147026571	147026463	147026571	147022094	147022181
6940	"ENSG00000163939.18_8"	"PBRM1"	chr3	-	52623085	52623271	52623085	52623268	52643328	52643971
6942	"ENSG00000163938.17_5"	"GNL3"	chr3	+	52724607	52725087	52724960	52725087	52723089	52723222
6952	"ENSG00000088826.18_5"	"SMOX"	chr20	+	4162735	4163495	4163129	4163495	4162449	4162623
6953	"ENSG00000113851.14_7"	"CRBN"	chr3	-	3195107	3197965	3195107	3195172	3209317	3209477
6979	"ENSG00000244026.6_5"	"FAM86DP"	chr3	-	75475600	75475772	75475600	75475750	75481958	75482021
6987	"ENSG00000165948.11_6"	"IFI27L1"	chr14	+	94563201	94563311	94563232	94563311	94554593	94554649
6988	"ENSG00000165948.11_6"	"IFI27L1"	chr14	+	94563201	94563311	94563232	94563311	94561095	94561245
7001	"ENSG00000143621.17_5"	"ILF2"	chr1	-	153635494	153635752	153635494	153635609	153636518	153636606
7003	"ENSG00000161939.19_6"	"RNASEK-C17orf49"	chr17	+	6920575	6920839	6920579	6920839	6919813	6920004
7048	"ENSG00000104626.15_4"	"ERI1"	chr8	+	8887301	8890848	8890058	8890848	8877859	8877974
7054	"ENSG00000113282.13_6"	"CLINT1"	chr5	-	157216370	157216575	157216370	157216521	157217607	157217659
7057	"ENSG00000180879.14_5"	"SSR4"	chrX	+	153061888	153062007	153061893	153062007	153061117	153061316
7060	"ENSG00000159346.13_6"	"ADIPOR1"	chr1	-	202912885	202913073	202912885	202912991	202914110	202914297
7061	"ENSG00000159346.13_6"	"ADIPOR1"	chr1	-	202912885	202913073	202912885	202912991	202915566	202915738
7095	"ENSG00000237765.7_5"	"FAM200B"	chr4	+	15686472	15686582	15686508	15686582	15683483	15683644
7098	"ENSG00000131626.18_6"	"PPFIA1"	chr11	+	70218317	70218496	70218320	70218496	70208393	70208594
7101	"ENSG00000071894.17_8"	"CPSF1"	chr8	-	145625559	145625887	145625559	145625670	145626064	145626211
7121	"ENSG00000269609.6_8"	"RPARP-AS1"	chr10	+	104211155	104211944	104211846	104211944	104209943	104210087
7123	"ENSG00000017260.19_8"	"ATP2C1"	chr3	+	130711774	130711845	130711794	130711845	130694175	130694332
7134	"ENSG00000183963.18_7"	"SMTN"	chr22	+	31478895	31478988	31478901	31478988	31476661	31476740
7139	"ENSG00000183963.18_7"	"SMTN"	chr22	+	31492983	31493324	31493254	31493324	31492718	31492883
7141	"ENSG00000183963.18_7"	"SMTN"	chr22	+	31495647	31495882	31495730	31495882	31495050	31495165
7171	"ENSG00000117650.13_5"	"NEK2"	chr1	-	211843622	211843749	211843622	211843735	211844543	211844626
7175	"ENSG00000138382.15_7"	"METTL5"	chr2	-	170668966	170669034	170668966	170669016	170676070	170676153
7203	"ENSG00000151093.8_6"	"OXSM"	chr3	+	25832480	25833488	25833260	25833488	25831580	25831638
7215	"ENSG00000100099.20_6"	"HPS4"	chr22	-	26866684	26866888	26866684	26866779	26867178	26867354
7222	"ENSG00000138346.15_6"	"DNA2"	chr10	-	70190192	70190417	70190192	70190297	70191613	70191728
7223	"ENSG00000138346.15_6"	"DNA2"	chr10	-	70190192	70190417	70190192	70190297	70191618	70191728
7235	"ENSG00000104957.14_6"	"CCDC130"	chr19	+	13869913	13870086	13869924	13870086	13869681	13869824
7238	"ENSG00000128973.13_6"	"CLN6"	chr15	-	68501974	68502097	68501974	68502058	68506627	68506726
7243	"ENSG00000147533.17_4"	"GOLGA7"	chr8	+	41348351	41348484	41348388	41348484	41348080	41348136
7244	"ENSG00000147533.17_4"	"GOLGA7"	chr8	+	41348351	41348484	41348388	41348484	41348130	41348208
7247	"ENSG00000170919.16_6"	"TPT1-AS1"	chr13	+	45918439	45918581	45918513	45918581	45915733	45915765
7278	"ENSG00000227540.1_9"	"AC016394.2"	chr10	+	75013558	75014107	75013650	75014107	75012548	75012853
7282	"ENSG00000108262.15_6"	"GIT1"	chr17	-	27902305	27902721	27902305	27902488	27903095	27903149
7292	"ENSG00000158793.14_5"	"NIT1"	chr1	+	161088575	161088671	161088593	161088671	161087929	161088029
7302	"ENSG00000185803.11_7"	"SLC52A2"	chr8	+	145582843	145583083	145582847	145583083	145582240	145582318
7303	"ENSG00000185803.11_7"	"SLC52A2"	chr8	+	145582843	145583083	145582847	145583083	145582255	145582270
7304	"ENSG00000185803.11_7"	"SLC52A2"	chr8	+	145582843	145583083	145582847	145583083	145582671	145582725
7315	"ENSG00000186918.14_7"	"ZNF395"	chr8	-	28218401	28218699	28218401	28218659	28242596	28242914
7316	"ENSG00000171316.12_5"	"CHD7"	chr8	+	61774754	61774895	61774787	61774895	61773462	61773684
7328	"ENSG00000121022.14_7"	"COPS5"	chr8	-	67955316	67958195	67955316	67955552	67963464	67963576
7331	"ENSG00000177311.11_7"	"ZBTB38"	chr3	+	141157084	141157207	141157109	141157207	141146475	141146663
7347	"ENSG00000117262.19_5"	"GPR89A"	chr1	-	145788766	145788855	145788766	145788835	145789295	145790953
7362	"ENSG00000165792.17_4"	"METTL17"	chr14	+	21461276	21462222	21462127	21462222	21460250	21460364
7363	"ENSG00000165792.17_4"	"METTL17"	chr14	+	21461276	21462222	21462127	21462222	21460699	21460781
7367	"ENSG00000133731.10_5"	"IMPA1"	chr8	-	82593732	82593819	82593732	82593798	82598486	82598566
7410	"ENSG00000184702.20_9"	"SEPTIN5"	chr22	+	19709344	19709862	19709759	19709862	19709162	19709259
7411	"ENSG00000076706.17_7"	"MCAM"	chr11	-	119181465	119181895	119181465	119181613	119181989	119182131
7412	"ENSG00000076706.17_7"	"MCAM"	chr11	-	119181465	119182131	119181465	119181895	119182517	119182659
7422	"ENSG00000132204.14_7"	"LINC00470"	chr18	-	1358726	1358895	1358726	1358761	1361177	1361222
7423	"ENSG00000132204.14_7"	"LINC00470"	chr18	-	1358726	1358895	1358726	1358761	1365917	1366226
7424	"ENSG00000132204.14_7"	"LINC00470"	chr18	-	1358726	1358895	1358726	1358761	1368485	1368598
7428	"ENSG00000123200.16_7"	"ZC3H13"	chr13	-	46619525	46619651	46619525	46619648	46626066	46626124
7429	"ENSG00000123200.16_7"	"ZC3H13"	chr13	-	46619525	46619651	46619525	46619648	46626832	46626894
7437	"ENSG00000164924.18_10"	"YWHAZ"	chr8	-	101960823	101961128	101960823	101960960	101964156	101964847
7438	"ENSG00000120963.12_6"	"ZNF706"	chr8	-	102214560	102214680	102214560	102214675	102216877	102217007
7439	"ENSG00000120963.12_6"	"ZNF706"	chr8	-	102214560	102214680	102214560	102214675	102217662	102217960
7445	"ENSG00000137814.12_6"	"HAUS2"	chr15	+	42853467	42853600	42853472	42853600	42851536	42851606
7447	"ENSG00000131504.17_6"	"DIAPH1"	chr5	-	140913901	140914009	140913901	140914000	140951492	140951607
7451	"ENSG00000184640.18_7"	"SEPTIN9"	chr17	+	75398140	75398785	75398418	75398785	75315683	75315885
7456	"ENSG00000138674.17_7"	"SEC31A"	chr4	-	83803010	83803093	83803010	83803090	83811903	83812248
7466	"ENSG00000120533.13_5"	"ENY2"	chr8	+	110348356	110348433	110348361	110348433	110346605	110346703
7474	"ENSG00000089280.19_3"	"FUS"	chr16	+	31195178	31195323	31195181	31195323	31191459	31191548
7477	"ENSG00000155363.18_2"	"MOV10"	chr1	+	113230949	113231760	113231556	113231760	113217453	113217671
7478	"ENSG00000155363.18_2"	"MOV10"	chr1	+	113230949	113231760	113231556	113231760	113229587	113229728
7480	"ENSG00000147677.11_7"	"EIF3H"	chr8	-	117746515	117746593	117746515	117746563	117749475	117749526
7483	"ENSG00000233968.7_8"	"AL157895.2"	chr10	-	20011258	20011517	20011258	20011351	20017333	20017479
7488	"ENSG00000136986.10_5"	"DERL1"	chr8	-	124026388	124031545	124026388	124027825	124033686	124033739
7493	"ENSG00000132128.16_5"	"LRRC41"	chr1	-	46744853	46745286	46744853	46744929	46745863	46745962
7502	"ENSG00000099385.11_7"	"BCL7C"	chr16	-	30903906	30904068	30903906	30904035	30904532	30904611
7507	"ENSG00000249859.11_6"	"PVT1"	chr8	+	129082405	129082518	129082407	129082518	129057577	129057676
7511	"ENSG00000249859.11_6"	"PVT1"	chr8	+	129108763	129108900	129108766	129108900	129092548	129092676
7512	"ENSG00000249859.11_6"	"PVT1"	chr8	+	129108763	129108900	129108766	129108900	129094998	129095094
7513	"ENSG00000249859.11_6"	"PVT1"	chr8	+	129108763	129108900	129108766	129108900	129096788	129096867
7514	"ENSG00000249859.11_6"	"PVT1"	chr8	+	129108763	129108900	129108766	129108900	129103492	129103599
7515	"ENSG00000249859.11_6"	"PVT1"	chr8	+	129108763	129108900	129108766	129108900	129107937	129108063
7527	"ENSG00000140987.20_6"	"ZSCAN32"	chr16	-	3440009	3440183	3440009	3440133	3443648	3443814
7556	"ENSG00000147813.16_7"	"NAPRT"	chr8	-	144656954	144657263	144656954	144657070	144657592	144657695
7557	"ENSG00000147813.16_7"	"NAPRT"	chr8	-	144656954	144657515	144656954	144657070	144657592	144657695
7558	"ENSG00000147813.16_7"	"NAPRT"	chr8	-	144656954	144657515	144656954	144657263	144657592	144657695
7560	"ENSG00000104522.16_6"	"TSTA3"	chr8	-	144696489	144696867	144696489	144696623	144696956	144697085
7572	"ENSG00000160948.14_7"	"VPS28"	chr8	-	145648999	145649515	145648999	145649305	145649597	145649651
7574	"ENSG00000160948.14_7"	"VPS28"	chr8	-	145650328	145651591	145650328	145651155	145652291	145652366
7575	"ENSG00000160949.17_5"	"TONSL"	chr8	-	145657667	145659142	145657667	145657843	145659360	145659662
7584	"ENSG00000197363.9_5"	"ZNF517"	chr8	+	146029509	146029623	146029530	146029623	146028254	146028332
7586	"ENSG00000147789.15_3"	"ZNF7"	chr8	+	146062775	146062892	146062778	146062892	146052944	146052994
7595	"ENSG00000172785.18_5"	"CBWD1"	chr9	-	121088	122090	121088	121573	123216	123282
7618	"ENSG00000124920.13_4"	"MYRF"	chr11	+	61548428	61548517	61548431	61548517	61548183	61548264
7643	"ENSG00000143198.13_4"	"MGST3"	chr1	+	165618991	165619201	165619077	165619201	165601476	165601511
7647	"ENSG00000137074.20_7"	"APTX"	chr9	-	32987541	32987844	32987541	32987840	32988080	32988538
7648	"ENSG00000137074.20_7"	"APTX"	chr9	-	32987541	32987840	32987541	32987729	32989756	32989893
7651	"ENSG00000137074.20_7"	"APTX"	chr9	-	32987541	32987844	32987541	32987840	32989756	32989893
7652	"ENSG00000137074.20_7"	"APTX"	chr9	-	32987541	32988127	32987541	32987840	32989756	32989893
7713	"ENSG00000007202.15_7"	"KIAA0100"	chr17	-	26960300	26960419	26960300	26960347	26960912	26961104
7722	"ENSG00000157657.14_5"	"ZNF618"	chr9	+	116794924	116795008	116794927	116795008	116778974	116779064
7740	"ENSG00000204356.14_7"	"NELFE"	chr6	-	31924469	31924787	31924469	31924615	31926148	31926231
7744	"ENSG00000161013.17_7"	"MGAT4B"	chr5	-	179225512	179225591	179225512	179225576	179226064	179226121
7745	"ENSG00000161013.17_7"	"MGAT4B"	chr5	-	179225927	179226175	179225927	179226121	179226505	179226636
7763	"ENSG00000125846.15_3"	"ZNF133"	chr20	+	18286311	18286451	18286324	18286451	18268926	18269248
7764	"ENSG00000125846.15_3"	"ZNF133"	chr20	+	18286311	18286451	18286324	18286451	18270542	18270718
7766	"ENSG00000125846.15_3"	"ZNF133"	chr20	+	18286311	18286451	18286324	18286451	18285728	18285822
7769	"ENSG00000125846.15_3"	"ZNF133"	chr20	+	18295712	18297640	18295715	18297640	18293279	18295411
7772	"ENSG00000198930.13_5"	"CSAG1"	chrX	+	151908777	151909304	151909138	151909304	151904458	151904518
7779	"ENSG00000119125.17_3"	"GDA"	chr9	+	74810415	74810504	74810419	74810504	74729510	74729749
7789	"ENSG00000170322.14_7"	"NFRKB"	chr11	-	129762956	129763047	129762956	129762996	129763191	129763280
7792	"ENSG00000148019.14_7"	"CEP78"	chr9	+	80869751	80869880	80869758	80869880	80868147	80868193
7793	"ENSG00000148019.14_7"	"CEP78"	chr9	+	80869751	80869880	80869758	80869880	80868222	80868858
7799	"ENSG00000138386.17_7"	"NAB1"	chr2	+	191514556	191514708	191514571	191514708	191513808	191514086
7800	"ENSG00000138386.17_7"	"NAB1"	chr2	+	191550201	191550364	191550204	191550364	191537826	191537878
7803	"ENSG00000116353.16_6"	"MECR"	chr1	-	29543099	29543324	29543099	29543197	29547345	29547433
7805	"ENSG00000116353.16_6"	"MECR"	chr1	-	29543099	29543324	29543099	29543197	29556866	29556918
7806	"ENSG00000101639.18_9"	"CEP192"	chr18	+	13038368	13038578	13038513	13038578	13037235	13037300
7807	"ENSG00000101639.18_9"	"CEP192"	chr18	+	13057583	13059311	13059080	13059311	13055778	13056697
7809	"ENSG00000101639.18_9"	"CEP192"	chr18	+	13116372	13116502	13116375	13116502	13113584	13113704
7810	"ENSG00000101639.18_9"	"CEP192"	chr18	+	13116372	13116502	13116375	13116502	13114128	13114250
7815	"ENSG00000142528.16_7"	"ZNF473"	chr19	+	50534148	50534348	50534270	50534348	50529370	50529430
7816	"ENSG00000103852.13_8"	"TTC23"	chr15	-	99679521	99679781	99679521	99679604	99679900	99679949
